Protein IDs	Majority protein IDs	Gene names	Intensity RPN4_0h_1	Intensity RPN4_0h_2	Intensity RPN4_0h_3	Intensity RPN4_0h_4	Intensity RPN4_2h_1	Intensity RPN4_2h_2	Intensity RPN4_2h_3	Intensity RPN4_2h_4	Intensity RPN4_4h_1	Intensity RPN4_4h_2	Intensity RPN4_4h_3	Intensity RPN4_4h_4	Intensity wt_0h_1	Intensity wt_0h_2	Intensity wt_0h_3	Intensity wt_0h_4	Intensity wt_2h_1	Intensity wt_2h_2	Intensity wt_2h_3	Intensity wt_2h_4	Intensity wt_4h_1	Intensity wt_4h_2	Intensity wt_4h_3	Intensity wt_4h_4	Reverse	Potential contaminant
Q02892	Q02892	NOG1	3386600000	4859000000	3752100000	5078800000	4320600000	3137300000	2654600000	4205900000	1350300000	970660000	1025500000	1162200000	6089500000	6976800000	5478500000	5287900000	4899600000	5573000000	5059700000	6501200000	1795000000	1836600000	1130400000	1801500000		
Q02895	Q02895	YPL088W	298840000	347660000	443930000	105280000	308120000	316720000	242400000	184370000	340880000	505080000	397120000	394490000	182190000	17008000	168780000	194950000	18408000	48747000	53982000	7492900	518820000	501920000	419970000	529990000		
Q02896	Q02896	YDC1	0	0	0	0	0	139090000	0	0	105730000	114210000	0	0	0	0	0	0	0	0	0	0	97110000	184240000	187460000	0		
Q02908	Q02908	ELP3	704680000	1350300000	746390000	981620000	990630000	948450000	655890000	1213000000	480450000	444580000	616970000	843210000	1420200000	1726200000	1340500000	1524100000	1221800000	1283400000	1372500000	1506000000	660660000	575670000	774330000	686800000		
Q02931	Q02931	NAN1	1606900000	2451100000	2252900000	1794000000	1465500000	1582200000	1625900000	1515700000	892720000	1014000000	1053500000	943200000	2488800000	2562600000	2570300000	2162700000	1946200000	1811900000	2269700000	2195600000	1156200000	1450000000	1093200000	968630000		
Q02932	Q02932	KAP120	370720000	321520000	225560000	126730000	149170000	132330000	265330000	189880000	303510000	318930000	310380000	368820000	166320000	245390000	276150000	258340000	166100000	115780000	79902000	458820000	289150000	145300000	306620000	424590000		
Q02933	Q02933	RNY1	101050000	184940000	86217000	81229000	116530000	234020000	194070000	104610000	647670000	476100000	857890000	986580000	10996000	0	0	0	11805000	52885000	30852000	72212000	588510000	717140000	529000000	872890000		
Q02939	Q02939	TFB2	52663000	139620000	135550000	105460000	146630000	186140000	90939000	113060000	122160000	138550000	133930000	121120000	187180000	142750000	171420000	144090000	209960000	146110000	127160000	71293000	138710000	188250000	111080000	160200000		
Q02948	Q02948	VPS30	277380000	420080000	438830000	403270000	356670000	354420000	440940000	548690000	63022000	17808000	356260000	340550000	363380000	532110000	584230000	673980000	373550000	468000000	542680000	667290000	334610000	430070000	119420000	383850000		
Q02950	Q02950	MRP51	325520000	385600000	368680000	606920000	372970000	504900000	433850000	598090000	206140000	97469000	338860000	206590000	351890000	546770000	452080000	418210000	297110000	356020000	474920000	653010000	419690000	334120000	207610000	448170000		
Q02959	Q02959	HOS3	146780000	76441000	127750000	237960000	226780000	93890000	146970000	258910000	226430000	289040000	339710000	349100000	153240000	150810000	177070000	113470000	98087000	104290000	167120000	197150000	189070000	119660000	159420000	286370000		
Q02969	Q02969	PEX25	1747200000	67268000	2152900000	2225500000	2040600000	1954800000	2031500000	2240700000	1878800000	75594000	2534700000	137030000	2572300000	2358800000	1840500000	159360000	57239000	101580000	2108200000	2478700000	2600600000	84836000	30964000	270290000		
Q02979	Q02979	GDE1	349320000	526110000	358680000	375740000	444610000	541530000	790080000	634270000	1025700000	1156500000	1351300000	1274500000	58828000	108580000	112470000	38049000	129490000	161250000	335620000	267150000	1548000000	1700800000	2018400000	1416700000		
Q03002	Q03002	FRK1	36885000	34199000	64199000	113050000	97322000	36347000	78351000	130200000	68449000	17961000	98017000	55157000	18068000	22646000	15602000	30818000	7733900	11521000	6808100	52924000	0	38709000	28436000	39208000		
Q03010	Q03010	UME1	410840000	765730000	441260000	518360000	473220000	614770000	448620000	739410000	459590000	397000000	466800000	571180000	566370000	525050000	672600000	533860000	613200000	719140000	669260000	725030000	445630000	551580000	371510000	415560000		
Q03012	Q03012	SPP1	27127000	66809000	0	44118000	43204000	24020000	38027000	21331000	70047000	65039000	39416000	74595000	26391000	11870000	41472000	29284000	64667000	11891000	43785000	87844000	14973000	71112000	15584000	99789000		
Q03016	Q03016	GIP3	348830000	380670000	230440000	420730000	204770000	302310000	214120000	438710000	244050000	273350000	369650000	507520000	209420000	335080000	234910000	124550000	239600000	255570000	322800000	413150000	247610000	245220000	32980000	178110000		
Q03020	Q03020	ISU1	219250000	345890000	417680000	142940000	417130000	327160000	155230000	0	90538000	86026000	99578000	0	199490000	223780000	0	76066000	210150000	231910000	0	68021000	159590000	139010000	55046000	173220000		
Q03028	Q03028	ODC1	275280000	206920000	75310000	64845000	184370000	197290000	138090000	239610000	349270000	292220000	169870000	336200000	74109000	0	17258000	36694000	10585000	29395000	36832000	55068000	253410000	396900000	301710000	277030000		
Q03034	Q03034	FDC1	234320000	454800000	249900000	571450000	554010000	225340000	596810000	574110000	788220000	806940000	918850000	1023700000	423290000	458810000	325620000	145480000	581460000	422820000	229220000	299630000	1129700000	784590000	440370000	1608900000		
Q03048	Q03048	COF1	8701000000	13931000000	11064000000	10582000000	10570000000	11457000000	10827000000	9142000000	10957000000	7473900000	15164000000	15681000000	5731300000	9453100000	8675500000	8125500000	8000000000	10060000000	9343300000	10307000000	11229000000	9224600000	10523000000	12464000000		
Q03049	Q03049	YDR541C	95564000	124540000	19958000	24974000	8496700	13696000	143160000	0	30320000	27633000	42216000	31997000	0	0	0	7542400	0	0	0	6092300	20789000	104540000	87972000	22323000		
Q03063	Q03063	DIG1	378860000	382200000	298900000	296580000	504680000	292940000	334680000	309570000	394570000	316750000	516570000	457380000	446070000	366110000	238630000	185090000	386320000	352190000	450820000	240120000	501860000	442270000	542710000	377480000		
Q03067	Q03067	SGF11	0	0	0	0	0	0	23310000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Q03071	Q03071	ELC1	33793000	51875000	0	39799000	38500000	69633000	69225000	56583000	19344000	22592000	64598000	79684000	50477000	47249000	49735000	80656000	0	35034000	55968000	39055000	29139000	63055000	78595000	45981000		
Q03081	Q03081	MET31	0	0	12868000	0	0	0	14541000	19439000	0	0	13051000	0	13183000	27305000	32678000	10638000	0	30806000	49293000	25296000	0	11564000	419470000	0		
Q03088	Q03088	SVL3	467750000	627260000	417600000	373670000	385400000	644060000	349620000	467650000	205240000	477550000	693510000	669320000	434620000	842640000	451180000	348710000	498710000	512170000	536940000	1125400000	921940000	959270000	1060400000	917950000		
Q03102	Q03102		76761000	137700000	61377000	75381000	49643000	64913000	76113000	36757000	258580000	159050000	318000000	480300000	52981000	76377000	48891000	24411000	42740000	69521000	116470000	117990000	529140000	573240000	546690000	477560000		
Q03103	Q03103	ERO1	4362600000	5439300000	5000500000	3987600000	7208300000	7663200000	7006700000	7752500000	14348000000	13677000000	12416000000	15770000000	1373500000	1223900000	1108400000	1059000000	5655800000	6011100000	6076200000	6453000000	23071000000	21620000000	20736000000	22314000000		
Q03104	Q03104	MSC1	379720000	474590000	384160000	355570000	1269000000	808120000	1054000000	1123100000	5008200000	2990300000	4492000000	4843400000	119300000	211840000	16576000	36054000	107570000	109770000	204090000	211170000	3532400000	2632200000	2499800000	4005900000		
Q03124	Q03124	RSC9	238280000	754650000	494190000	639450000	385840000	490510000	396940000	489030000	710920000	489080000	454070000	497660000	400250000	616500000	319310000	523090000	596500000	720050000	512470000	534720000	535000000	480310000	339040000	563250000		
Q03125	Q03125	NRG1	0	0	0	0	0	0	0	0	0	0	15536000	0	0	0	0	0	0	8603300	11019000	14800000	0	0	0	0		
Q03144;P53823;P43544	Q03144	SNO1	185670000	311450000	155430000	154990000	315330000	211350000	207530000	118050000	395580000	273640000	435530000	471790000	0	10906000	0	0	20584000	11268000	0	0	0	0	10456000	148110000		
Q03148	Q03148	SNZ1	986220000	1151300000	627930000	852010000	1000100000	1368000000	716780000	981490000	1222900000	1550600000	1117300000	1230800000	34395000	44998000	58872000	44495000	43849000	63968000	111210000	38053000	70299000	157900000	101670000	145050000		
Q03151	Q03151	MTG1	7316400	10153000	0	22830000	11635000	0	18656000	0	0	10073000	20050000	43953000	0	11972000	8653200	0	0	12482000	10596000	33552000	10694000	22706000	10118000	24544000		
Q03153	Q03153	ATP25	18578000	61564000	46358000	60462000	92613000	67495000	90904000	61012000	71630000	75210000	58585000	14482000	31918000	39480000	76580000	72968000	48725000	54012000	66478000	26729000	52648000	46766000	68472000	27556000		
Q03161	Q03161		5936200000	7421400000	6459900000	4954200000	7050800000	7051400000	5965500000	7378500000	7435500000	7730100000	8117800000	7553700000	5209400000	6475600000	6154900000	5735800000	5972600000	5412700000	7413500000	7225900000	6916100000	8169800000	6707400000	7815200000		
Q03177	Q03177		31478000	40856000	70327000	28387000	116930000	67732000	164600000	97136000	69414000	102830000	177260000	93426000	0	17600000	12402000	0	0	19193000	14027000	19379000	62520000	67831000	57074000	39307000		
Q03178	Q03178	PIR1	58961000	72622000	64366000	22248000	45104000	0	67852000	56363000	30415000	27356000	24598000	21728000	66073000	75729000	35334000	0	0	27914000	38149000	38953000	13431000	15259000	16176000	17311000		
Q03180	Q03180	PIR3	0	0	0	0	0	27343000	29937000	0	88658000	73877000	140350000	158810000	0	0	0	0	0	0	0	0	23159000	24408000	15279000	26092000		
Q03195	Q03195	RLI1	6166400000	4253900000	4437900000	4186900000	4213100000	4073100000	4367700000	4025400000	3422100000	3875200000	5507000000	3941400000	6015900000	6286700000	6795300000	5876800000	5058600000	5370300000	6162900000	5782800000	4690600000	4141400000	3837600000	4436600000		
Q03201	Q03201	RSM10	272190000	248600000	235940000	364050000	116470000	239030000	204350000	218280000	134820000	160250000	178590000	274230000	248130000	152060000	233760000	146090000	154050000	238510000	183650000	295870000	136370000	123910000	115440000	118170000		
Q03208	Q03208		47209000	15845000	61820000	18957000	0	20331000	25185000	74347000	0	11257000	43725000	11186000	33108000	52210000	40020000	21914000	0	24873000	19181000	19739000	0	0	0	0		
Q03212	Q03212	EAR1	0	0	0	15871000	0	12694000	0	0	0	0	0	0	0	0	11777000	17909000	0	0	22748000	18297000	0	0	0	0		
Q03218	Q03218	MMT1	20204000	95882000	79866000	34948000	27813000	28114000	34323000	31488000	45739000	46751000	42421000	0	43832000	71899000	78046000	48103000	47200000	39006000	55267000	63314000	47875000	56417000	27657000	15875000		
Q03219	Q03219		806790000	1045000000	1018600000	878130000	1091700000	903050000	776400000	1001400000	1256600000	1022200000	1046300000	972640000	601850000	705760000	687170000	767520000	407890000	816500000	916650000	1020600000	1124400000	1417000000	903770000	1113600000		
Q03231	Q03231		0	0	0	0	0	0	0	48041000	11201000	12307000	0	0	0	0	0	52027000	0	0	0	0	0	0	0	0		
Q03233	Q03233	ADD37	616480000	559920000	444100000	434140000	1218000000	878200000	774840000	712370000	1637600000	1518000000	1524300000	1864900000	96219000	98466000	84291000	83457000	828710000	405080000	612190000	728520000	1322500000	1369100000	1099900000	535530000		
Q03246	Q03246	MRPS17	278460000	412750000	359980000	328020000	353200000	373460000	293460000	422910000	164120000	124160000	119760000	294170000	286860000	260940000	278630000	337050000	182670000	338090000	214090000	420800000	196680000	276280000	224320000	235600000		
Q03254	Q03254	FCP1	67829000	108010000	96070000	101010000	54581000	79611000	122050000	101630000	64465000	67626000	155020000	159940000	110080000	88362000	159670000	113540000	127860000	38589000	141070000	175130000	95545000	105370000	198820000	173860000		
Q03262	Q03262	PRM15	504590000	1615000000	1624900000	657360000	709830000	649130000	1432900000	516400000	2561600000	596760000	2646100000	1145600000	643080000	431680000	1141300000	671850000	324100000	382300000	1267500000	1610400000	3080300000	874420000	1060700000	2776600000		
Q03264	Q03264	NGL2	234720000	326020000	273560000	271480000	397230000	353750000	239210000	319100000	196100000	284420000	306460000	301540000	271400000	390900000	337990000	263040000	282350000	249630000	349390000	257950000	255590000	365100000	233760000	281370000		
Q03266	Q03266	ABZ2	120660000	155550000	86204000	181440000	136300000	171790000	118830000	152390000	138970000	124360000	167300000	219890000	48074000	58352000	101860000	47043000	45585000	80479000	113340000	183720000	137210000	173910000	141570000	150040000		
Q03280	Q03280	TOM1	176210000	436780000	167120000	294100000	355480000	251540000	223900000	426170000	249890000	218130000	367940000	174280000	330320000	296680000	240470000	236650000	408410000	293800000	339740000	594830000	371340000	443280000	262330000	354300000		
Q03281	Q03281	HEH2	168630000	218740000	161970000	121420000	265470000	317270000	189960000	173260000	286800000	290500000	286040000	186780000	143210000	199970000	131600000	82634000	228210000	147500000	166850000	139900000	320280000	268970000	197440000	225030000		
Q03290	Q03290	TFB3	125760000	147140000	94994000	93270000	146230000	79786000	128730000	54460000	161130000	88590000	101070000	140190000	105870000	126450000	88172000	49275000	115930000	64276000	58166000	36557000	124510000	180200000	83139000	152320000		
Q03305	Q03305	RMT2	439000000	644950000	1079700000	530200000	329960000	340210000	304750000	258730000	148380000	189670000	198600000	80908000	891840000	1629800000	828850000	623450000	977680000	1203600000	412970000	286870000	108290000	103080000	197640000	125500000		
Q03306	Q03306	PKH3	35240000	44427000	5710900	0	15172000	0	32355000	26820000	7068300	0	29291000	33825000	155210000	0	0	5272600	0	0	7498900	4419400	68073000	6754300	0	19846000		
Q03308	Q03308	VPS16	66668000	123000000	658330000	49590000	302910000	480830000	700040000	64211000	69875000	98719000	74286000	116470000	549810000	29607000	92794000	27533000	70396000	77434000	41904000	50852000	117550000	137250000	13850000	147620000		
Q03322	Q03322	TLG1	78765000	144080000	137450000	144910000	119080000	107080000	175340000	170630000	315120000	178740000	468440000	235790000	72134000	163650000	165680000	71843000	111990000	89291000	93995000	173220000	282340000	292710000	236930000	459880000		
Q03323	Q03323	SDC1	215360000	291290000	402350000	333810000	270340000	431580000	252140000	280030000	252910000	221620000	364470000	185660000	210040000	330640000	270150000	241780000	245770000	219810000	298560000	368230000	263910000	277860000	295130000	337450000		
Q03327	Q03327	UGO1	109360000	252120000	182300000	175580000	81618000	139620000	108400000	283260000	111550000	161240000	420570000	307900000	95123000	73759000	78478000	99820000	115770000	91155000	118240000	185210000	139160000	132240000	122310000	233720000		
Q03330	Q03330	GCN5	60982000	20237000	25031000	38163000	104290000	60595000	46489000	55537000	43879000	77459000	47293000	56826000	62690000	66514000	72546000	39269000	54233000	26928000	44020000	62980000	44996000	43283000	54055000	53148000		
Q03337	Q03337	TRS31	460510000	390850000	215480000	382820000	426140000	289320000	285290000	260600000	288450000	343810000	219710000	298240000	350540000	293200000	347110000	250840000	245620000	273600000	276510000	382550000	264950000	173850000	160040000	237530000		
Q03338	Q03338	PRP3	15475000	28529000	8628300	21865000	20727000	0	7610600	17072000	0	20160000	10304000	0	28977000	11204000	9032300	16774000	29055000	13130000	29468000	67091000	15204000	41685000	21166000	31930000		
Q03361	Q03361	JIP4	0	19550000	24368000	0	0	17253000	9428600	0	52072000	34500000	37428000	33364000	0	0	0	0	0	0	0	0	0	40401000	27237000	57000000		
Q03362	Q03362	YDR476C	442260000	516710000	525570000	402840000	309760000	574860000	557960000	684320000	797010000	794740000	823220000	763220000	179860000	164090000	234320000	291700000	253290000	354750000	551640000	524450000	844470000	969510000	1024800000	743830000		
Q03370	Q03370	PEX29	0	0	0	0	0	0	0	0	41836000	62712000	32775000	44460000	0	0	0	0	0	0	0	0	44853000	66585000	38740000	85062000		
Q03373	Q03373	DIG2	0	0	0	11881000	0	0	0	18398000	12949000	47163000	20022000	44306000	0	0	0	0	0	22801000	38817000	0	75904000	0	43352000	0		
Q03375	Q03375	CWC21	356930000	29786000	0	13591000	37038000	131280000	272460000	111110000	22526000	24438000	37465000	30344000	16769000	14095000	16010000	68467000	0	22587000	28441000	114970000	317180000	283100000	33663000	49111000		
Q03390	Q03390	VPS60	0	202830000	96526000	77927000	199360000	203500000	43677000	140310000	201230000	249730000	282180000	251570000	27140000	141480000	65637000	28056000	127480000	197140000	159340000	52988000	213000000	330510000	240430000	243730000		
Q03406	Q03406	SLD5	201560000	0	0	28237000	0	0	0	45716000	0	0	35394000	92976000	0	0	0	28451000	0	0	148100000	77577000	18120000	96313000	0	0		
Q03407	Q03407	PKH1	148940000	95637000	11518000	22685000	91928000	31223000	121320000	40748000	121380000	226240000	95358000	128690000	46727000	97969000	26151000	12183000	30820000	13735000	61191000	21916000	119570000	98063000	104740000	39416000		
Q03419	Q03419	IZH1	49193000	122960000	117960000	66203000	95173000	64835000	41378000	114080000	0	0	18746000	0	49431000	81492000	29353000	64302000	31533000	46300000	0	24886000	0	0	0	0		
Q03429	Q03429	MZM1	156120000	212810000	190860000	96076000	209000000	192860000	261620000	297080000	167950000	161050000	206610000	100740000	125070000	158370000	88662000	131830000	157400000	158630000	222120000	157190000	146250000	174960000	128330000	88374000		
Q03430	Q03430	RSM28	478450000	554410000	521850000	634690000	514160000	436550000	471250000	686590000	260070000	270200000	291010000	524720000	438580000	484830000	625770000	423870000	403580000	375420000	666160000	692580000	395810000	475190000	575110000	443680000		
Q03434	Q03434	TY1B-ML2	2021100000	3001000000	1567600000	1904000000	2343700000	2319100000	1376900000	1610600000	997460000	927050000	643260000	956910000	1597600000	1054100000	1164900000	1420500000	1194200000	1466700000	1343600000	1591200000	424910000	489740000	510470000	245280000		
Q03435	Q03435	NHP10	164230000	99946000	111850000	173470000	30225000	280590000	178520000	150310000	67941000	196130000	149710000	168330000	142700000	43286000	162160000	107990000	55368000	84583000	159650000	156830000	110520000	169760000	122310000	179270000		
Q03441	Q03441	RMD1	83995000	181980000	98524000	43868000	77833000	71222000	38294000	106920000	84284000	47350000	92437000	76851000	45550000	71239000	71876000	72774000	46605000	63437000	98992000	35589000	126200000	53406000	74715000	95735000		
Q03446	Q03446	RCR2	45524000	29151000	22627000	27425000	33125000	38257000	45402000	20260000	20517000	28451000	0	18050000	31263000	41312000	31874000	24578000	25046000	38695000	0	32339000	16197000	0	0	18344000		
Q03455	Q03455	MSC2	23649000	81010000	34729000	23236000	33918000	26834000	18236000	38103000	57010000	53784000	80562000	84463000	23685000	17120000	12646000	18306000	25709000	27535000	44338000	13200000	75601000	31363000	22485000	113370000		
Q03466	Q03466	EBS1	26910000	153850000	36686000	94665000	89245000	71688000	95996000	76919000	137570000	46505000	146970000	100190000	54627000	92943000	106440000	43615000	28804000	90264000	121550000	59087000	40308000	70567000	17229000	94976000		
Q03483	Q03483	TY2A-DR2	0	0	0	0	0	0	0	48191000	0	0	0	93777000	0	0	0	0	0	0	0	77158000	0	0	0	53012000		
Q03494	Q03494	TY2B-DR2	0	73461000	47315000	0	120860000	71467000	127130000	106410000	46260000	109490000	77543000	61138000	0	0	0	0	68948000	109120000	194660000	98507000	0	81168000	93292000	59342000		
Q03496	Q03496	TRM732	226150000	187830000	166330000	160510000	362050000	125650000	114590000	422150000	166280000	31102000	108970000	144280000	484810000	492530000	243520000	311270000	425820000	331780000	596110000	474650000	239680000	114870000	209870000	124820000		
Q03497	Q03497	STE20	417770000	293580000	679490000	301610000	544720000	222340000	237020000	476670000	255200000	386600000	408530000	348060000	523380000	385870000	319650000	269530000	346640000	403430000	320440000	709860000	334670000	453590000	311120000	242500000		
Q03503	Q03503	MAK3	155890000	236320000	186580000	90553000	156150000	360840000	160230000	164220000	187250000	191930000	68001000	118950000	209050000	95676000	106350000	59559000	78662000	178190000	88509000	107490000	57287000	94432000	113430000	126090000		
Q03508	Q03508		23368000	17285000	0	11933000	13859000	24367000	15727000	0	16116000	44619000	49911000	34173000	12624000	92644000	13500000	6462600	0	17689000	0	7712900	42308000	144740000	65199000	10291000		
Q03516	Q03516	RSN1	699920000	839800000	722030000	1099500000	762450000	895090000	739790000	1126200000	746950000	621840000	677290000	783450000	670650000	804070000	766120000	724470000	776590000	923820000	449100000	942530000	749850000	702760000	594900000	596190000		
Q03525	Q03525	TMA23	23804000	23010000	20248000	26132000	0	0	18677000	18930000	17661000	16130000	18084000	20183000	27248000	32379000	18590000	25451000	23916000	31213000	22781000	22589000	25999000	0	27859000	20395000		
Q03529	Q03529	SCS7	423030000	616770000	997090000	679390000	792310000	588010000	788460000	847110000	597480000	608100000	943190000	436740000	591500000	519950000	693550000	530530000	1064700000	372440000	384910000	892760000	658450000	883310000	555650000	730660000		
Q03532	Q03532	HAS1	2192400000	2912900000	2933900000	3017300000	1860800000	1973800000	2182700000	1903600000	1032800000	1178200000	1132500000	1083800000	4250600000	4520800000	3876700000	2899100000	3557200000	3206800000	3560100000	3476000000	1902200000	1508400000	1560100000	1551800000		
Q03533	Q03533	TDA1	68288000	108730000	68566000	105650000	236330000	224880000	170060000	189840000	559840000	672700000	702390000	893900000	0	0	25861000	21781000	104030000	167900000	157970000	220430000	423460000	353970000	462440000	669000000		
Q03557	Q03557	HER2	96970000	62099000	18664000	29929000	19069000	87535000	14235000	37921000	45936000	38781000	85047000	20607000	7143300	16443000	33166000	0	9079600	0	51156000	13204000	70873000	19257000	31263000	43640000		
Q03558;P41816	Q03558	OYE2	11868000000	16029000000	15480000000	15431000000	22277000000	18259000000	16742000000	20663000000	27501000000	26816000000	42715000000	39120000000	9079100000	9841700000	9329400000	10900000000	11041000000	12291000000	13851000000	18037000000	42108000000	39302000000	32004000000	43583000000		
Q03559	Q03559	YMR295C	298760000	362980000	454220000	515840000	373430000	517390000	399570000	584030000	1176700000	714100000	658680000	900750000	666780000	336480000	519910000	262690000	329340000	352110000	453860000	468520000	725200000	712270000	753070000	1063500000		
Q03579	Q03579	LIP1	113760000	330620000	385610000	427610000	257870000	72815000	213000000	329360000	204050000	261800000	343310000	634690000	132470000	352250000	323000000	421420000	66784000	29953000	405370000	619330000	805190000	299200000	288830000	452220000		
Q03612	Q03612	TY1B-ER1	114640000	314560000	10403000	0	208450000	212770000	13542000	270840000	0	44010000	0	0	24683000	121380000	93171000	0	130260000	113270000	124170000	15799000	25799000	0	0	0		
Q03629	Q03629	YML079W	301860000	423730000	148590000	270820000	415500000	137570000	212310000	354930000	635320000	577380000	234230000	555970000	408520000	325550000	153390000	376840000	421240000	321800000	551870000	499910000	798670000	300950000	784310000	699540000		
Q03630	Q03630	BET5	0	24986000	11141000	0	0	0	0	22235000	0	0	13484000	0	0	0	0	0	0	0	0	0	17612000	0	0	0		
Q03631	Q03631	WAR1	0	0	18508000	0	0	0	36175000	0	0	0	0	0	0	0	14811000	0	0	0	0	0	0	0	0	0		
Q03640	Q03640	TCB3	3141400000	4230400000	3400300000	3602300000	4219300000	3510900000	2864100000	3641400000	3644500000	3137900000	3998600000	4170000000	3250300000	3234300000	2996400000	2806000000	3844500000	4000400000	3344500000	4859500000	5007100000	5050900000	3746800000	4879400000		
Q03648	Q03648		241930000	248170000	155160000	216570000	269470000	243310000	181640000	171950000	173010000	121760000	257470000	246090000	227520000	179180000	222290000	267590000	172070000	209300000	209430000	343910000	255250000	205240000	274220000	152830000		
Q03649	Q03649		31639000	33223000	11593000	15355000	91106000	58380000	77070000	33613000	28583000	44720000	31782000	30150000	36544000	0	0	31033000	67144000	50679000	73496000	73176000	0	0	0	0		
Q03652	Q03652	DML1	31999000	93131000	77766000	29462000	78352000	47490000	82520000	42968000	97372000	11326000	0	48129000	69925000	764690000	63983000	77361000	57044000	816690000	56144000	0	116510000	129330000	131380000	80482000		
Q03653	Q03653	EFR3	365220000	498950000	341240000	342650000	417720000	267700000	379440000	495530000	290560000	297090000	370980000	514120000	317220000	524120000	408400000	523190000	407900000	527790000	419070000	762390000	404090000	290990000	278930000	480890000		
Q03654	Q03654	CEF1	23919000	56451000	15643000	29080000	30709000	0	7957200	0	12944000	16081000	0	24373000	32574000	15776000	24773000	24861000	30403000	18788000	38697000	38778000	12379000	21546000	33393000	32807000		
Q03655	Q03655	GAS3	121300000	339900000	275630000	381640000	198620000	356320000	307890000	373670000	307280000	354470000	503600000	624790000	511580000	774260000	890860000	950520000	597210000	510230000	473440000	689260000	675850000	409290000	429110000	559700000		
Q03656	Q03656	SKY1	78276000	64833000	93315000	138570000	49138000	29560000	37771000	60933000	109050000	104340000	109870000	114470000	51197000	46947000	43848000	86897000	120190000	88399000	97876000	97767000	47345000	20084000	96095000	73424000		
Q03660	Q03660	TRS130	42279000	40563000	355000000	54800000	176070000	12789000	205890000	36348000	91192000	98503000	124710000	110830000	9877100	0	112140000	37743000	89745000	41349000	35685000	61424000	329760000	81878000	331030000	101460000		
Q03661	Q03661	ESC1	0	0	27876000	177390000	0	0	18705000	346790000	59195000	300770000	173540000	371630000	16959000	226860000	225450000	20288000	448140000	22467000	286150000	76241000	328950000	352680000	150270000	138030000		
Q03667	Q03667	MIX17	32451000	0	26888000	181830000	0	44553000	21205000	0	26596000	17453000	0	0	33992000	26229000	26024000	26784000	28388000	24554000	0	87112000	16379000	0	0	158410000		
Q03674	Q03674	PLB2	0	26028000	0	0	0	0	16645000	21401000	0	0	0	0	55101000	57924000	59599000	22812000	42654000	23808000	27656000	27087000	11764000	0	16236000	0		
Q03677	Q03677	ADI1	146530000	211080000	58173000	367580000	229340000	195310000	228590000	306470000	141780000	113060000	98401000	188540000	289350000	137640000	168150000	157650000	208690000	347240000	313280000	353860000	284030000	199780000	131150000	202410000		
Q03687	Q03687		18764000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Q03690	Q03690	CLU1	6494500000	8770400000	6525400000	7135400000	9346900000	7832600000	6995500000	8340400000	6238300000	6135200000	6552100000	7721300000	10603000000	11888000000	10066000000	9095400000	12020000000	11338000000	10301000000	14376000000	9945100000	11046000000	8872000000	9558400000		
Q03691	Q03691	ROT1	48532000	76885000	59529000	50049000	142310000	59185000	91738000	111260000	164530000	205010000	180300000	210620000	61620000	68064000	46705000	46582000	108120000	133810000	160210000	113880000	299840000	446330000	273970000	328380000		
Q03697	Q03697	YMD8	0	0	0	18144000	0	34269000	0	0	0	0	0	0	0	0	0	14810000	0	0	16787000	20047000	0	0	0	0		
Q03702	Q03702	CCE1	0	0	0	0	0	0	11214000	0	0	0	9128700	29072000	0	0	13641000	10157000	0	0	0	15702000	33414000	39396000	14610000	32964000		
Q03705	Q03705	CGI121	298460000	389970000	359270000	379150000	290400000	364560000	396020000	443060000	360370000	436640000	399760000	455170000	485280000	357450000	451880000	380430000	210080000	352090000	474420000	352370000	451710000	389430000	385380000	248860000		
Q03707	Q03707	SRC1	20178000	72233000	176330000	261990000	126880000	28722000	243990000	126830000	213430000	222990000	652960000	199760000	65550000	68444000	161920000	143660000	85033000	213050000	230710000	306780000	259510000	229740000	528490000	250140000		
Q03713	Q03713	RCF1	267760000	266420000	278420000	138590000	285750000	137280000	169680000	400900000	307000000	200040000	351120000	191320000	200570000	148090000	188000000	79978000	230180000	123130000	133260000	270750000	60314000	260720000	169620000	140470000		
Q03714	Q03714	USA1	214750000	278140000	170340000	169860000	219860000	259230000	296030000	334640000	317690000	311580000	536280000	686520000	75144000	57032000	109170000	100920000	60305000	158290000	289730000	267000000	705480000	737050000	796370000	784820000		
Q03718	Q03718	NSE5	0	9792000	0	0	0	0	0	0	0	0	0	0	0	0	17292000	11965000	19777000	0	16108000	16020000	0	0	0	0		
Q03722	Q03722	YML020W	0	0	0	9057800	0	7708100	0	9234100	13009000	0	53184000	30681000	0	0	0	0	0	24660000	0	0	9706900	0	10659000	0		
Q03723	Q03723	OST6	35495000	122610000	151390000	186560000	119010000	248910000	124480000	238620000	108550000	115810000	172110000	153220000	146600000	150350000	101840000	123790000	95354000	84907000	173220000	193040000	61126000	93460000	88067000	103800000		
Q03735	Q03735	NAB6	389500000	495330000	344290000	265950000	433140000	380150000	373100000	504220000	474980000	392200000	616690000	576950000	362060000	314400000	300050000	370740000	369790000	522700000	448140000	448530000	549920000	634740000	517770000	797550000		
